,0.0,0.1,0.5,1.0,2.0
0,0.9989013671875,0.986572265625,0.9998779296875,0.9996337890625,1.0
1,0.999267578125,0.9984130859375,0.999755859375,0.9998779296875,1.0
2,0.997802734375,0.9989013671875,0.9991455078125,1.0,1.0
3,0.996826171875,0.9976806640625,0.998779296875,0.9993896484375,0.9998779296875
4,0.996337890625,0.9970703125,0.9984130859375,0.9993896484375,0.9998779296875
5,0.9952392578125,0.996826171875,0.997314453125,0.9993896484375,0.9996337890625
6,0.9912109375,0.9925537109375,0.9970703125,0.99853515625,0.9993896484375
7,0.989501953125,0.9918212890625,0.995361328125,0.998779296875,0.9993896484375
8,0.9881591796875,0.9888916015625,0.9942626953125,0.9976806640625,0.9991455078125
9,0.9862060546875,0.9859619140625,0.992919921875,0.9967041015625,0.998779296875
10,0.979248046875,0.98486328125,0.9918212890625,0.9969482421875,0.99853515625
11,0.9766845703125,0.9776611328125,0.9888916015625,0.99609375,0.9984130859375
12,0.97119140625,0.96875,0.9849853515625,0.9935302734375,0.99853515625
13,0.9603271484375,0.966064453125,0.9810791015625,0.9898681640625,0.997802734375
14,0.94580078125,0.9588623046875,0.9798583984375,0.986083984375,0.996337890625
15,0.9342041015625,0.94873046875,0.9735107421875,0.9871826171875,0.995849609375
16,0.9219970703125,0.9403076171875,0.9661865234375,0.9852294921875,0.9947509765625
17,0.8896484375,0.921142578125,0.9678955078125,0.9808349609375,0.99267578125
18,0.8609619140625,0.9075927734375,0.9599609375,0.977294921875,0.9923095703125
19,0.8486328125,0.8956298828125,0.9571533203125,0.9732666015625,0.99169921875
20,0.7723388671875,0.8690185546875,0.93798828125,0.9693603515625,0.9891357421875
21,0.6624755859375,0.858154296875,0.9381103515625,0.968505859375,0.9876708984375
22,0.593505859375,0.823486328125,0.9295654296875,0.9578857421875,0.98486328125
23,0.3280029296875,0.7835693359375,0.9132080078125,0.953369140625,0.986572265625
24,0.0391845703125,0.744140625,0.9073486328125,0.9498291015625,0.9862060546875
25,0.0205078125,0.6983642578125,0.890625,0.9449462890625,0.97900390625
26,0.0333251953125,0.6739501953125,0.873046875,0.9395751953125,0.9779052734375
27,0.0028076171875,0.598876953125,0.8660888671875,0.9365234375,0.974853515625
28,0.0269775390625,0.5401611328125,0.857177734375,0.92578125,0.9688720703125
29,0.0325927734375,0.5150146484375,0.8397216796875,0.9227294921875,0.966064453125
30,0.0057373046875,0.4151611328125,0.808837890625,0.9068603515625,0.96875
31,0.00341796875,0.4384765625,0.806640625,0.910400390625,0.9613037109375
32,0.013427734375,0.341796875,0.7825927734375,0.892578125,0.9544677734375
33,0.0379638671875,0.34423828125,0.760009765625,0.88427734375,0.9534912109375
34,0.0191650390625,0.28125,0.7381591796875,0.87841796875,0.9515380859375
35,0.0223388671875,0.2691650390625,0.7158203125,0.864990234375,0.943603515625
36,0.0174560546875,0.2392578125,0.718994140625,0.8505859375,0.9393310546875
37,0.0069580078125,0.2154541015625,0.6790771484375,0.8438720703125,0.9322509765625
38,0.016357421875,0.1893310546875,0.6524658203125,0.8240966796875,0.927001953125
39,0.0008544921875,0.1727294921875,0.622314453125,0.807373046875,0.9259033203125
40,0.0250244140625,0.1990966796875,0.6109619140625,0.797607421875,0.9180908203125
41,0.009521484375,0.138427734375,0.608642578125,0.7886962890625,0.9180908203125
42,0.0020751953125,0.169189453125,0.5859375,0.7711181640625,0.90234375
43,0.0003662109375,0.1917724609375,0.5537109375,0.76806640625,0.90087890625
44,0.001953125,0.130615234375,0.553955078125,0.73828125,0.8941650390625
45,0.0140380859375,0.1329345703125,0.5155029296875,0.7330322265625,0.8905029296875
46,0.021728515625,0.1070556640625,0.50048828125,0.7266845703125,0.8721923828125
47,0.020751953125,0.109619140625,0.482177734375,0.7154541015625,0.873779296875
48,0.0009765625,0.1124267578125,0.4686279296875,0.6884765625,0.87060546875
49,0.015380859375,0.108642578125,0.4501953125,0.6898193359375,0.8541259765625
