,Campo,Magnetización
0,-6.0,-0.99951171875
1,-5.7368421052631575,-0.99951171875
2,-5.473684210526316,-0.99951171875
3,-5.2105263157894735,-0.99951171875
4,-4.947368421052632,-0.99951171875
5,-4.684210526315789,-0.99951171875
6,-4.421052631578947,-0.99951171875
7,-4.157894736842105,-0.99951171875
8,-3.8947368421052633,-0.99951171875
9,-3.6315789473684212,-0.99951171875
10,-3.368421052631579,-0.99951171875
11,-3.105263157894737,-0.99951171875
12,-2.8421052631578947,-0.99951171875
13,-2.5789473684210527,-0.99951171875
14,-2.3157894736842106,-0.99951171875
15,-2.0526315789473686,-0.99951171875
16,-1.7894736842105265,-0.99951171875
17,-1.526315789473684,-0.99951171875
18,-1.2631578947368425,-0.99951171875
19,-1.0,-0.9990234375
20,-1.0,-0.99951171875
21,-0.9661016949152542,-0.99951171875
22,-0.9322033898305084,-0.99951171875
23,-0.8983050847457628,-0.99951171875
24,-0.864406779661017,-0.99951171875
25,-0.8305084745762712,-0.99951171875
26,-0.7966101694915254,-0.99951171875
27,-0.7627118644067796,-0.9990234375
28,-0.728813559322034,-0.99951171875
29,-0.6949152542372881,-0.9990234375
30,-0.6610169491525424,-0.99951171875
31,-0.6271186440677966,-0.99951171875
32,-0.5932203389830508,-0.99951171875
33,-0.5593220338983051,-0.9990234375
34,-0.5254237288135593,-0.99951171875
35,-0.4915254237288136,-0.99951171875
36,-0.4576271186440678,-0.9990234375
37,-0.423728813559322,-0.99951171875
38,-0.38983050847457623,-0.99951171875
39,-0.35593220338983056,-0.99951171875
40,-0.3220338983050848,-0.9990234375
41,-0.288135593220339,-0.99853515625
42,-0.2542372881355932,-0.99951171875
43,-0.22033898305084743,-0.99853515625
44,-0.18644067796610164,-0.99951171875
45,-0.15254237288135597,-0.9990234375
46,-0.11864406779661019,-0.998046875
47,-0.0847457627118644,-0.99951171875
48,-0.05084745762711862,-0.9990234375
49,-0.016949152542372836,-0.99951171875
50,0.016949152542372836,-0.9990234375
51,0.05084745762711873,-0.998046875
52,0.0847457627118644,-0.998046875
53,0.11864406779661008,-0.9990234375
54,0.15254237288135597,-0.9970703125
55,0.18644067796610164,-0.99853515625
56,0.22033898305084754,-0.99951171875
57,0.2542372881355932,-0.99853515625
58,0.2881355932203389,-0.998046875
59,0.3220338983050848,-0.99755859375
60,0.35593220338983045,-0.99755859375
61,0.38983050847457634,-0.9228515625
62,0.423728813559322,-0.390625
63,0.4576271186440677,0.90576171875
64,0.4915254237288136,0.99951171875
65,0.5254237288135593,0.99951171875
66,0.5593220338983051,1.0
67,0.5932203389830508,0.99951171875
68,0.6271186440677967,1.0
69,0.6610169491525424,1.0
70,0.6949152542372881,1.0
71,0.728813559322034,1.0
72,0.7627118644067796,1.0
73,0.7966101694915255,1.0
74,0.8305084745762712,1.0
75,0.8644067796610169,1.0
76,0.8983050847457628,1.0
77,0.9322033898305084,1.0
78,0.9661016949152543,1.0
79,1.0,1.0
80,1.0,1.0
81,1.263157894736842,1.0
82,1.526315789473684,1.0
83,1.7894736842105263,1.0
84,2.052631578947368,1.0
85,2.3157894736842106,1.0
86,2.5789473684210527,1.0
87,2.8421052631578947,1.0
88,3.1052631578947367,1.0
89,3.3684210526315788,1.0
90,3.631578947368421,1.0
91,3.894736842105263,1.0
92,4.157894736842105,1.0
93,4.421052631578947,1.0
94,4.684210526315789,1.0
95,4.947368421052632,1.0
96,5.2105263157894735,1.0
97,5.473684210526316,1.0
98,5.7368421052631575,1.0
99,6.0,1.0
100,6.0,1.0
101,5.7368421052631575,1.0
102,5.473684210526316,1.0
103,5.2105263157894735,1.0
104,4.947368421052632,1.0
105,4.684210526315789,1.0
106,4.421052631578947,1.0
107,4.157894736842105,1.0
108,3.894736842105263,1.0
109,3.631578947368421,1.0
110,3.3684210526315788,1.0
111,3.1052631578947367,1.0
112,2.8421052631578947,1.0
113,2.5789473684210527,1.0
114,2.3157894736842106,1.0
115,2.052631578947368,1.0
116,1.7894736842105263,1.0
117,1.526315789473684,1.0
118,1.263157894736842,1.0
119,1.0,0.99951171875
120,1.0,1.0
121,0.9661016949152543,1.0
122,0.9322033898305084,1.0
123,0.8983050847457628,1.0
124,0.8644067796610169,0.99951171875
125,0.8305084745762712,1.0
126,0.7966101694915255,1.0
127,0.7627118644067796,1.0
128,0.728813559322034,0.99951171875
129,0.6949152542372881,1.0
130,0.6610169491525424,1.0
131,0.6271186440677967,1.0
132,0.5932203389830508,1.0
133,0.5593220338983051,0.99951171875
134,0.5254237288135593,0.99951171875
135,0.4915254237288136,1.0
136,0.4576271186440677,1.0
137,0.423728813559322,1.0
138,0.38983050847457634,0.99951171875
139,0.35593220338983045,1.0
140,0.3220338983050848,1.0
141,0.2881355932203389,0.9990234375
142,0.2542372881355932,0.99951171875
143,0.22033898305084754,0.9990234375
144,0.18644067796610164,0.9990234375
145,0.15254237288135597,0.998046875
146,0.11864406779661008,0.9990234375
147,0.0847457627118644,0.99951171875
148,0.05084745762711873,1.0
149,0.016949152542372836,0.99853515625
150,-0.016949152542372836,0.99951171875
151,-0.05084745762711862,0.9990234375
152,-0.0847457627118644,0.998046875
153,-0.11864406779661019,0.99755859375
154,-0.15254237288135597,0.9990234375
155,-0.18644067796610164,1.0
156,-0.22033898305084743,0.9990234375
157,-0.2542372881355932,0.99951171875
158,-0.288135593220339,0.99853515625
159,-0.3220338983050848,0.99853515625
160,-0.35593220338983056,0.99853515625
161,-0.38983050847457623,0.99951171875
