,Campo,Magnetización
0,-4.0,-1.0
1,-3.919191919191919,-1.0
2,-3.8383838383838382,-1.0
3,-3.757575757575758,-1.0
4,-3.676767676767677,-1.0
5,-3.595959595959596,-1.0
6,-3.515151515151515,-1.0
7,-3.4343434343434343,-1.0
8,-3.3535353535353534,-1.0
9,-3.2727272727272725,-1.0
10,-3.191919191919192,-1.0
11,-3.111111111111111,-1.0
12,-3.0303030303030303,-1.0
13,-2.9494949494949494,-1.0
14,-2.8686868686868685,-1.0
15,-2.787878787878788,-1.0
16,-2.7070707070707067,-1.0
17,-2.6262626262626263,-1.0
18,-2.5454545454545454,-1.0
19,-2.4646464646464645,-1.0
20,-2.3838383838383836,-1.0
21,-2.3030303030303028,-1.0
22,-2.2222222222222223,-1.0
23,-2.141414141414141,-1.0
24,-2.0606060606060606,-1.0
25,-1.9797979797979797,-1.0
26,-1.8989898989898988,-1.0
27,-1.818181818181818,-1.0
28,-1.737373737373737,-1.0
29,-1.6565656565656566,-1.0
30,-1.5757575757575757,-1.0
31,-1.4949494949494948,-0.998046875
32,-1.414141414141414,-1.0
33,-1.333333333333333,-1.0
34,-1.2525252525252522,-1.0
35,-1.1717171717171713,-1.0
36,-1.0909090909090908,-1.0
37,-1.01010101010101,-1.0
38,-0.9292929292929291,-0.998046875
39,-0.8484848484848482,-1.0
40,-0.7676767676767673,-1.0
41,-0.6868686868686864,-1.0
42,-0.606060606060606,-1.0
43,-0.5252525252525251,-1.0
44,-0.4444444444444442,-1.0
45,-0.3636363636363633,-1.0
46,-0.28282828282828243,-1.0
47,-0.20202020202020154,-0.99609375
48,-0.1212121212121211,-1.0
49,-0.04040404040404022,-1.0
50,0.040404040404040664,-1.0
51,0.12121212121212199,-1.0
52,0.20202020202020243,-1.0
53,0.2828282828282829,-0.998046875
54,0.3636363636363642,-1.0
55,0.44444444444444464,-0.998046875
56,0.525252525252526,-0.99609375
57,0.6060606060606064,-0.998046875
58,0.6868686868686869,-0.994140625
59,0.7676767676767682,0.78125
60,0.8484848484848486,0.99609375
61,0.92929292929293,0.998046875
62,1.0101010101010104,0.99609375
63,1.0909090909090917,0.998046875
64,1.1717171717171722,0.998046875
65,1.2525252525252526,0.998046875
66,1.333333333333334,0.998046875
67,1.4141414141414144,0.998046875
68,1.4949494949494957,0.998046875
69,1.5757575757575761,0.998046875
70,1.6565656565656575,0.998046875
71,1.737373737373738,0.998046875
72,1.8181818181818183,0.998046875
73,1.8989898989898997,0.998046875
74,1.9797979797979801,0.998046875
75,2.0606060606060614,0.998046875
76,2.141414141414142,0.998046875
77,2.2222222222222223,0.998046875
78,2.3030303030303036,0.998046875
79,2.383838383838384,0.998046875
80,2.4646464646464654,0.998046875
81,2.545454545454546,0.998046875
82,2.626262626262627,0.998046875
83,2.7070707070707076,0.998046875
84,2.787878787878788,0.998046875
85,2.8686868686868694,0.998046875
86,2.94949494949495,0.998046875
87,3.030303030303031,0.998046875
88,3.1111111111111116,0.998046875
89,3.191919191919193,0.998046875
90,3.2727272727272734,0.998046875
91,3.353535353535354,0.998046875
92,3.434343434343435,0.998046875
93,3.5151515151515156,0.998046875
94,3.595959595959597,0.998046875
95,3.6767676767676774,0.998046875
96,3.757575757575758,0.998046875
97,3.838383838383839,0.998046875
98,3.9191919191919196,0.998046875
99,4.0,0.998046875
100,4.0,0.998046875
101,3.9191919191919196,0.998046875
102,3.838383838383839,0.998046875
103,3.757575757575758,0.998046875
104,3.6767676767676774,0.998046875
105,3.595959595959597,0.998046875
106,3.5151515151515156,0.998046875
107,3.434343434343435,0.998046875
108,3.353535353535354,0.998046875
109,3.2727272727272734,0.998046875
110,3.191919191919193,0.998046875
111,3.1111111111111116,0.998046875
112,3.030303030303031,0.998046875
113,2.94949494949495,0.998046875
114,2.8686868686868694,0.998046875
115,2.787878787878788,0.998046875
116,2.7070707070707076,0.998046875
117,2.626262626262627,0.998046875
118,2.545454545454546,0.998046875
119,2.4646464646464654,0.998046875
120,2.383838383838384,0.998046875
121,2.3030303030303036,0.998046875
