,Campo,Magnetización
122,2.2222222222222223,0.998046875
123,2.141414141414142,0.998046875
124,2.0606060606060614,0.998046875
125,1.9797979797979801,0.998046875
126,1.8989898989898997,0.998046875
127,1.8181818181818183,0.998046875
128,1.737373737373738,0.998046875
129,1.6565656565656575,0.998046875
130,1.5757575757575761,0.998046875
131,1.4949494949494957,0.998046875
132,1.4141414141414144,0.998046875
133,1.333333333333334,0.998046875
134,1.2525252525252526,0.998046875
135,1.1717171717171722,0.998046875
136,1.0909090909090917,0.998046875
137,1.0101010101010104,0.998046875
138,0.92929292929293,0.998046875
139,0.8484848484848486,0.998046875
140,0.7676767676767682,0.998046875
141,0.6868686868686869,0.998046875
142,0.6060606060606064,0.998046875
143,0.525252525252526,0.99609375
144,0.44444444444444464,0.99609375
145,0.3636363636363642,0.998046875
146,0.2828282828282829,0.998046875
147,0.20202020202020243,0.998046875
148,0.12121212121212199,0.998046875
149,0.040404040404040664,0.998046875
150,-0.04040404040404022,0.998046875
151,-0.1212121212121211,0.998046875
152,-0.20202020202020154,0.994140625
153,-0.28282828282828243,0.998046875
154,-0.3636363636363633,0.99609375
155,-0.4444444444444442,0.99609375
156,-0.5252525252525251,0.95703125
157,-0.606060606060606,-0.947265625
158,-0.6868686868686864,-1.0
159,-0.7676767676767673,-1.0
160,-0.8484848484848482,-1.0
161,-0.9292929292929291,-1.0
162,-1.01010101010101,-1.0
163,-1.0909090909090908,-1.0
164,-1.1717171717171713,-1.0
165,-1.2525252525252522,-1.0
166,-1.333333333333333,-1.0
167,-1.414141414141414,-1.0
168,-1.4949494949494948,-1.0
169,-1.5757575757575757,-1.0
170,-1.6565656565656566,-1.0
171,-1.737373737373737,-1.0
172,-1.818181818181818,-1.0
173,-1.8989898989898988,-1.0
174,-1.9797979797979797,-1.0
175,-2.0606060606060606,-1.0
176,-2.141414141414141,-1.0
177,-2.2222222222222223,-1.0
178,-2.3030303030303028,-1.0
179,-2.3838383838383836,-1.0
180,-2.4646464646464645,-1.0
181,-2.5454545454545454,-1.0
182,-2.6262626262626263,-1.0
183,-2.7070707070707067,-1.0
184,-2.787878787878788,-1.0
185,-2.8686868686868685,-1.0
186,-2.9494949494949494,-1.0
187,-3.0303030303030303,-1.0
188,-3.111111111111111,-1.0
189,-3.191919191919192,-1.0
190,-3.2727272727272725,-1.0
191,-3.3535353535353534,-1.0
192,-3.4343434343434343,-1.0
193,-3.515151515151515,-1.0
194,-3.595959595959596,-1.0
195,-3.676767676767677,-1.0
196,-3.757575757575758,-1.0
197,-3.8383838383838382,-1.0
198,-3.919191919191919,-1.0
199,-4.0,-1.0
